molecule_chembl_id,canonical_smiles,standard_value
CHEMBL289618,CCOC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,15.0
CHEMBL416979,CSCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,6.5
CHEMBL432689,O=C(O)CN1C(=O)[C@@H](N[C@@H](CCCCNC(=O)OCc2ccccc2)C(=O)O)CCc2ccccc21,13.0
CHEMBL42683,O=C(O)CN1C(=O)[C@@H](N[C@@H](COCc2ccccc2)C(=O)O)CCc2ccccc21,10.0
CHEMBL40420,CC(C)(C)OC(=O)NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,4.0
CHEMBL42976,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCCc2ccccc2)C(=O)O)CCc2ccccc21,7.0
CHEMBL366937,CC(S)C(Cc1ccccc1)C(=O)NCC(=O)O,11000.0
CHEMBL430554,NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,7.0
CHEMBL41985,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,5.0
CHEMBL40709,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,2600.0
CHEMBL54601,CC(NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1)C(=O)O,4000.0
CHEMBL173287,CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(=O)O,10000.0
CHEMBL2110258,CC(C)C[C@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,10000.0
CHEMBL2110347,CC(C)C[C@H](S)[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,16100.0
CHEMBL114658,CC1(C)CCCC(NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,12.0
CHEMBL1519,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0.93
CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,4.0
CHEMBL431210,CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,100000.0
CHEMBL113759,O=C(O)C(CCc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)NC[C@H](O)C(=O)O,10000.0
CHEMBL838,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1.7
CHEMBL298827,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1,860.0
CHEMBL3039598,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,1.0
CHEMBL331378,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0.4
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,19.0
CHEMBL308333,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,100000.0
CHEMBL325056,O=C(NC1CCC[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,5.0
CHEMBL310750,O=C(O)CCn1c(=O)n2n(c1=O)[C@H](C(=O)O)C=CC2,1.0
CHEMBL445561,CSC1(SC)C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,2.57
CHEMBL80147,C[C@H](NCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,5754.4
CHEMBL310869,NC(Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,100.0
CHEMBL309914,CC(S)C(=O)N[C@@H](CS)C(=O)O,537031.8
CHEMBL420391,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O,12.02
CHEMBL277270,O=C(O)[C@@H]1CC2(CN1C(=O)CP(=O)(O)CCCCc1ccccc1)SCCS2,3.981
CHEMBL309601,C[C@H](NP(=O)(O)CCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,7.079
CHEMBL80729,O=C(O)CCC(=O)CCS,2398.83
CHEMBL65423,C[C@H](NCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2398.83
CHEMBL312431,C[C@H](NC(C(=O)O)C1CCCN1C(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,2.884
CHEMBL77056,C[C@H](NC(=O)CCC(=O)O)C(=O)O,1348962.88
CHEMBL78341,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,39.81
CHEMBL35561,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)c1ccc2c(c1)OCO2,0.1148
CHEMBL1907754,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,460.0
CHEMBL80101,O=C(O)CCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,549540.87
CHEMBL36503,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,36.31
CHEMBL80240,Cc1ccc(N(CC(=O)O)C(=O)C(C)N)cc1,2570.4
CHEMBL311471,CCN(C[C@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,6.457
CHEMBL611148,C[C@@H](CS)C(=O)N1c2ccccc2C[C@H]1C(=O)O,6.026
CHEMBL431983,O=C(O)[C@@H]1CCCN1C(=O)C1CCCC1S,64.57
CHEMBL305938,O=C(O)[C@H]1CCCN1C(=O)CCS,1819700.86
CHEMBL77446,O=C(O)C(CCc1ccccc1)N[C@H]1CCN2CCC[C@@H](C(=O)O)N2C1=O,56.23
CHEMBL2079671,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,100.0
CHEMBL79190,O=C(O)[C@@H]1CCCN2C(=O)C[C@@H](CS)C(=O)N12,70.79
CHEMBL287518,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O,3.236
CHEMBL309799,CC(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,64.57
CHEMBL284843,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](Cc2ccccc2)C[C@H]1C(=O)O,0.8913
CHEMBL310841,O=C(NC(Cc1ccccc1)CP(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,10.0
CHEMBL80667,O=C(CCS)OC(Cc1ccccc1)C(=O)O,707.95
CHEMBL284494,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1CCCC1C(=O)O,220.0
CHEMBL77556,C[C@@H](NC(=O)C(S)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,50.12
CHEMBL80304,O=C(O)CCNC(=O)CCS,489778.82
CHEMBL78340,CC(C)CCC(N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)C(=O)O,2.57
CHEMBL80981,CC(C)(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,38018.94
CHEMBL34832,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0.5248
CHEMBL78629,O=C(NC(Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1c2ccccc2C[C@H]1C(=O)O)C(=O)O)OCc1ccccc1,0.2512
CHEMBL284345,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,1.072
CHEMBL10962,O=C(O)[C@@H]1CCCN1C(=O)CCS,199.53
CHEMBL78953,C[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,190546.07
CHEMBL80242,O=C(O)C[C@H](NC(=O)CS)C(=O)O,77624.71
CHEMBL263556,O=C(O)[C@@H]1CCCN1C(=O)CP(=O)(O)O,8317.64
CHEMBL312550,O=C(O)[C@@H]1CCCN1C(=O)CCP(=O)(O)O,47863.01
CHEMBL284734,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1c2ccccc2C[C@H]1C(=O)O,0.2951
CHEMBL1907760,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,2000.0
CHEMBL80665,C[C@H](NC(CCC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0.2291
CHEMBL79016,C[C@H](NC(=O)CCS)C(=O)N1CCC[C@H]1C(=O)O,2570.4
CHEMBL80779,C[C@H](NC(CCc1cccc2ccccc12)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.096
CHEMBL412666,NC(CS)C(=O)N1CCC[C@H]1C(=O)O,63.1
CHEMBL34650,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,0.631
CHEMBL309333,O=C(CCS)N[C@@H](CS)C(=O)O,67608.3
CHEMBL79189,C[C@H](CS)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,19.95
CHEMBL78805,C[C@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,10232.93
CHEMBL78780,C[C@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,4897.79
CHEMBL311064,O=C(CCS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1000000.0
CHEMBL80657,CN(C(=O)CCS)[C@@H](Cc1ccccc1)C(=O)O,30902.95
CHEMBL80646,C[C@H](NC(CCc1ccccc1)P(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)O,51.29
CHEMBL78489,CC(CS)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,34.67
CHEMBL310764,CC(C)[C@H](NC(=O)CCC(=O)O)C(=O)O,1096478.2
CHEMBL78435,O=C(O)[C@@H]1CCCN1C(=O)C1CCC1S,48.98
CHEMBL312120,O=C(CS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,758.58
CHEMBL289022,CS[C@@H]1C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,0.5248
CHEMBL419649,C[C@H](CC(CCc1ccccc1)C(=O)O)C(=O)N1c2ccccc2C[C@H]1C(=O)O,4.786
CHEMBL78385,COP(=O)(O)C(CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,436.52
CHEMBL25996,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CCCC1C(=O)O,2900.0
CHEMBL1907759,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CSC[C@@H]1C(=O)O,4800.0
CHEMBL25782,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,14.0
CHEMBL308267,O=C(O)CCc1cc(O)c2n(c1=O)[C@H](C(=O)O)CC2,457.09
CHEMBL286339,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](C2CCCCC2)C[C@H]1C(=O)O,0.4898
CHEMBL78726,C[C@H](NC(CCc1ccc(O)cc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.818
CHEMBL78440,C[C@H](NC(=O)CCS)C(=O)O,851.14
CHEMBL78998,O=C(O)CCCCCS,1096478.2
CHEMBL311316,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCS,38904.51
CHEMBL310139,N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,218.78
CHEMBL306117,O=C(O)CCC(=O)NCC(=O)O,1995262.31
CHEMBL309782,CC(C)C[C@H](NC(=O)CCC(=O)O)C(=O)O,616595.0
CHEMBL285935,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)C1CCCCC1,0.2951
CHEMBL79212,C[C@H](NC(CCN)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,323.59
CHEMBL1807684,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,128824.96
CHEMBL311988,CC(C(=O)O)C1CCCCC(CS)C1=O,52.48
CHEMBL311239,O=C(CCS)N[C@@H](Cc1c[nH]cn1)C(=O)O,229086.77
CHEMBL2079670,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,260.0
CHEMBL309962,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,3.715
CHEMBL78443,C[C@H](NP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)O,776.25
CHEMBL312094,O=C(CCS)N[C@@H](Cc1ccccc1)C(=O)O,426.58
CHEMBL78346,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CC2CCCCC2[C@H]1C(=O)O,2.188
CHEMBL78731,C[C@H](NC(CCC(=O)Nc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,5.248
CHEMBL306556,O=C(O)[C@@H]1C=CCN1C(=O)CCS,645.65
CHEMBL430630,NCCCCC(N)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,12.02
CHEMBL310578,O=C(O)CCC(=O)N1CCC[C@H]1C(=O)O,33113.11
CHEMBL309308,NCCC[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.188
CHEMBL431707,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](Sc2ccccc2)C[C@H]1C(=O)O,0.7762
CHEMBL33025,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,0.871
CHEMBL284898,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,24.0
CHEMBL26226,CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,86.0
CHEMBL80193,C[C@H](NC(CCc1ccccc1)C(N)=O)C(=O)N1CCC[C@H]1C(=O)O,25703.96
CHEMBL78996,CC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O,389.05
CHEMBL80384,O=C(CS)N[C@@H](CS)C(=O)O,19054.61
CHEMBL80503,O=C(N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O)C1CCCN1C(=O)OCc1ccccc1,2511.89
CHEMBL79008,CCC(C)[C@H](NC(=O)CCC(=O)O)C(=O)O,1047128.55
CHEMBL1907755,CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,140.0
CHEMBL78971,CC[C@@H](C)[C@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,933254.3
CHEMBL284272,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](c2ccccc2)C[C@H]1C(=O)O,338.84
CHEMBL309537,O=C(O)[C@@H]1CCCN1CCCS,239883.29
CHEMBL1907762,CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,580.0
CHEMBL311363,C[C@@H]1CCCC(NC(CCc2ccccc2)C(=O)O)C(=O)N1CC(=O)O,3.02
CHEMBL35309,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](c2ccccc2)C[C@H]1C(=O)O,0.1318
CHEMBL35682,COc1ccc(N(CC(=O)O)C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)cc1OC,0.2884
CHEMBL1907752,CCOC(=O)C(CCc1ccccc1)[S+]([O-])C(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,220.0
CHEMBL433442,CS[C@H]1C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,1.905
CHEMBL311102,O=C(CS)N[C@@H](Cc1c[nH]cn1)C(=O)O,257039.58
CHEMBL442750,O=C(O)[C@@H]1CCC(=O)N1CCCS,645654.23
CHEMBL79131,C[C@H](NP(=O)(O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,40.74
CHEMBL80830,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,7244359.6
CHEMBL78903,C[C@@]1(CCS)C(=O)N2CC=C[C@@H](C(=O)O)N2C1=O,100.0
CHEMBL311757,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,3.467
CHEMBL78353,O=C(N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O)C1CCCN1C(=O)OCc1ccccc1,15.14
CHEMBL80939,O=C(O)[C@@H]1C=CCn2c(=O)n(CS)c(=O)n21,707.95
CHEMBL311525,C[C@H](CS)C(=O)N1C(=O)CC[C@H]1C(=O)O,8.913
CHEMBL77677,O=C(O)CNC(=O)CCS,2818.38
CHEMBL78812,CC(C)[C@H](NC(=O)CCS)C(=O)O,1584.89
CHEMBL309798,O=C(NC(CCc1ccccc1)P(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,72.44
CHEMBL446407,CC(C)(S)C(=O)N[C@@H](CC(=O)O)C(=O)O,3467368.5
CHEMBL312224,O=C(O)C(CCc1ccccc1)NC1CCC[C@H]2SC[C@@H](C(=O)O)N2C1=O,0.6026
CHEMBL76577,C[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,10964.78
CHEMBL311268,C[C@H](NC(CCCNC(=O)OCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.884
CHEMBL285897,CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,110.0
CHEMBL39538,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.202
CHEMBL309941,C[C@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,3.02
CHEMBL78074,CN(CC(=O)O)C(=O)CCS,3019.95
CHEMBL310624,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1c2ccccc2C[C@H]1C(=O)O)C(=O)O,2511.89
CHEMBL35419,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](O)C[C@H]1C(=O)O,15.85
CHEMBL147755,O=C1N[C@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,725.0
CHEMBL150222,O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@@H]1CS,10000.0
CHEMBL146573,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@H]1CS,10000.0
CHEMBL423574,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCCC[C@@H]1CS,10000.0
CHEMBL346424,O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@H]1CS,10000.0
CHEMBL149841,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@@H]1CS,10000.0
CHEMBL148840,O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@H]1CS,1400.0
CHEMBL357311,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@H]1CS,2000.0
CHEMBL147526,O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@H]1CS,118.0
CHEMBL147185,O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@@H]1CS,4.0
CHEMBL149367,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,470.0
CHEMBL357584,O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@@H]1CS,175.0
CHEMBL342091,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@@H]1CS,8000.0
CHEMBL148616,C[C@H](CS)C(=O)N1Cc2[nH]c3ccccc3c2CC1C(=O)O,500.0
CHEMBL148140,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCC[C@@H]1CS,6000.0
CHEMBL299169,O=C(O)CN1CCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,22.0
CHEMBL422944,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@H](S)Cc2ccccc2)CCc2ccccc21,284.0
CHEMBL50480,C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,24.0
CHEMBL300016,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,14.0
CHEMBL50315,O=C(O)CN1C(=O)[C@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,306.0
CHEMBL48534,CC(S)(Cc1ccccc1)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,63.0
CHEMBL299875,CCCC[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,5.4
CHEMBL51576,O=C(O)CN1Cc2ccccc2C[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,33.0
CHEMBL50814,O=C(O)CN1C(=O)C(NC(=O)[C@@H](S)Cc2ccccc2)CCCc2ccccc21,25.0
CHEMBL299438,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)CC2CCCCC2)CCc2ccccc21,22.0
CHEMBL415932,CC(C)C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,6.3
CHEMBL317304,CCCCN1C[C@@H](C(=O)O)N(C(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)O)C1=O,6.7
CHEMBL340119,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,2300.0
CHEMBL100063,CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,2.4
CHEMBL29031,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N2CCC[C@H]2C(=O)O)cc1,67000.0
CHEMBL54942,CC(NC(=O)C(Cc1ccccc1)CC(S)c1ccccc1)C(=O)O,3500.0
CHEMBL54823,CCC(C)C(CC(S)CCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2900.0
CHEMBL101469,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,1.5
CHEMBL301703,O=C(NC(Cc1ccc(O)cc1)C(=O)O)C(Cc1ccccc1)CC(S)Cc1ccccc1,2400.0
CHEMBL100586,C[C@@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,2400.0
CHEMBL129432,C[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)O,16000.0
CHEMBL101409,C[C@H](N[C@@H](Cc1ccccc1)C(=O)O)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,11.0
CHEMBL430689,CC(C)CC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,3.3
CHEMBL54477,O=C(O)CCNC(=O)C(Cc1ccccc1)CC(S)Cc1ccccc1,3500.0
CHEMBL27560,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,20000.0
CHEMBL338446,N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(=O)O,78000.0
CHEMBL128399,C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)O,4200.0
CHEMBL101360,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,1.6
CHEMBL53621,CCC(C)C(S)CC(C(=O)NC(Cc1ccc(O)cc1)C(N)=O)C(C)CC,4000.0
CHEMBL55520,CCC(C)C(S)CC(Cc1ccccc1)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O,8000.0
CHEMBL293794,CC(NC(=O)C(Cc1ccccc1)CC(S)Cc1ccccc1)C(=O)O,3800.0
CHEMBL54796,CCC(C)C(S)CC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(N)=O,3500.0
CHEMBL55583,CCC(C)C(CC(S)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,800.0
CHEMBL53678,CCC(C)C(S)CC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(C)CC,3400.0
CHEMBL328847,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,7900.0
CHEMBL328378,CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,2.1
CHEMBL102044,C[C@H](N)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,10000.0
CHEMBL100966,CCCCCCCC[C@H](N[C@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,2400.0
CHEMBL317094,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,9900.0
CHEMBL340152,CCCC[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,700.0
CHEMBL32032,O=C(N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,9400.0
CHEMBL55103,CCC(C)C1CC(Cc2ccccc2)SC1=O,2300.0
CHEMBL316865,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)OCC,5100.0
CHEMBL264538,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)O,730.0
CHEMBL328811,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)OCC,2200.0
CHEMBL55613,CCC(C)C(CC(S)Cc1ccccc1)C(=O)N1CCCC1C(=O)O,2800.0
CHEMBL53141,CCC(C)C(CC(S)Cc1ccccc1)C(=O)O,4000.0
CHEMBL99798,CC(C)C[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,2.1
CHEMBL421581,C[C@H](N)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,1500.0
CHEMBL54457,O=C(O)C1CCCN1C(=O)C(Cc1ccccc1)CC(S)Cc1ccccc1,3600.0
